Row_ID,Country,Currency,Brand,Brand_Type,Category,Segment,Season,Original_Price,Discount_Percent,Discounted_Price,Stock_Status,Online_Available,In_Store_Available,Data_Source,Collection_Date,Original_Price_USD,Discounted_Price_USD
1580,India,INR,Mango,Competitor,Sneakers,Footwear,Fall/Winter 2024,12922.19,30,9045.53,In Stock,No,Yes,Mystery Shopping,2025-03-15,155.07,108.55
1581,India,INR,Mango,Competitor,Sneakers,Footwear,Spring/Summer 2025,15323.33,30,10726.33,In Stock,No,Yes,Partner Data,2024-01-15,183.88,128.72
1582,India,INR,Mango,Competitor,Handbags,Bags,Spring/Summer 2024,29171.87,15,24796.09,Low Stock,Yes,No,Mystery Shopping,2024-07-22,350.06,297.55
1583,India,INR,Mango,Competitor,Handbags,Bags,Fall/Winter 2024,16395.17,0,16395.17,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,196.74,196.74
1584,India,INR,Mango,Competitor,Handbags,Bags,Spring/Summer 2025,21172.48,25,15879.36,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,254.07,190.55
1585,India,INR,Mango,Competitor,Accessories,Accessories,Spring/Summer 2024,4158.52,0,4158.52,In Stock,Yes,No,Partner Data,2025-01-20,49.9,49.9
1586,India,INR,Mango,Competitor,Accessories,Accessories,Fall/Winter 2024,3823.02,5,3631.87,Out Of Stock,No,No,Mystery Shopping,2024-07-22,45.88,43.58
1587,India,INR,Mango,Competitor,Accessories,Accessories,Spring/Summer 2025,7856.48,25,5892.36,Low Stock,Yes,Yes,Mystery Shopping,2025-03-15,94.28,70.71
1588,India,INR,Mango,Competitor,Swimwear,Swimwear,Spring/Summer 2024,2637.9,0,2637.9,In Stock,Yes,Yes,Website Scrape,2024-10-05,31.65,31.65
1589,India,INR,Mango,Competitor,Swimwear,Swimwear,Fall/Winter 2024,9006.34,20,7205.07,Low Stock,Yes,No,Partner Data,2024-10-05,108.08,86.46
1590,India,INR,Mango,Competitor,Swimwear,Swimwear,Spring/Summer 2025,3383.83,20,2707.06,Low Stock,Yes,Yes,Website Scrape,2024-10-05,40.61,32.48
1591,India,INR,Uniqlo,Competitor,T-Shirts,Tops,Spring/Summer 2024,5174.76,10,4657.28,Out Of Stock,Yes,No,Mystery Shopping,2025-01-20,62.1,55.89
1592,India,INR,Uniqlo,Competitor,T-Shirts,Tops,Fall/Winter 2024,3612.72,30,2528.9,In Stock,Yes,No,Partner Data,2024-07-22,43.35,30.35
1593,India,INR,Uniqlo,Competitor,T-Shirts,Tops,Spring/Summer 2025,2979.7,15,2532.74,In Stock,Yes,No,Partner Data,2024-10-05,35.76,30.39
1594,India,INR,Uniqlo,Competitor,Formal Shirts,Tops,Spring/Summer 2024,2617.49,0,2617.49,Low Stock,Yes,Yes,Mystery Shopping,2025-03-15,31.41,31.41
1595,India,INR,Uniqlo,Competitor,Formal Shirts,Tops,Fall/Winter 2024,4532.7,30,3172.89,Low Stock,Yes,Yes,Website Scrape,2025-01-20,54.39,38.07
1596,India,INR,Uniqlo,Competitor,Formal Shirts,Tops,Spring/Summer 2025,7050.52,15,5992.94,Out Of Stock,Yes,Yes,Partner Data,2024-01-15,84.61,71.92
1597,India,INR,Uniqlo,Competitor,Dresses,Dresses,Spring/Summer 2024,19404.76,20,15523.81,Out Of Stock,Yes,Yes,Partner Data,2024-10-05,232.86,186.29
1598,India,INR,Uniqlo,Competitor,Dresses,Dresses,Fall/Winter 2024,20091.32,5,19086.75,In Stock,Yes,Yes,Partner Data,2024-04-10,241.1,229.04
1599,India,INR,Uniqlo,Competitor,Dresses,Dresses,Spring/Summer 2025,7868.31,0,7868.31,In Stock,No,Yes,Partner Data,2025-01-20,94.42,94.42
1600,India,INR,Uniqlo,Competitor,Jeans,Bottoms,Spring/Summer 2024,11046.97,25,8285.23,In Stock,Yes,Yes,Website Scrape,2024-04-10,132.56,99.42
1601,India,INR,Uniqlo,Competitor,Jeans,Bottoms,Fall/Winter 2024,4604.55,0,4604.55,In Stock,Yes,Yes,Website Scrape,2024-07-22,55.25,55.25
1602,India,INR,Uniqlo,Competitor,Jeans,Bottoms,Spring/Summer 2025,4510.8,0,4510.8,Out Of Stock,No,Yes,Partner Data,2024-10-05,54.13,54.13
1603,India,INR,Uniqlo,Competitor,Activewear,Activewear,Spring/Summer 2024,4747.36,0,4747.36,In Stock,No,Yes,Mystery Shopping,2025-03-15,56.97,56.97
1604,India,INR,Uniqlo,Competitor,Activewear,Activewear,Fall/Winter 2024,5820.91,30,4074.64,In Stock,Yes,No,Website Scrape,2024-04-10,69.85,48.9
1605,India,INR,Uniqlo,Competitor,Activewear,Activewear,Spring/Summer 2025,10045.08,0,10045.08,Low Stock,No,Yes,Partner Data,2024-07-22,120.54,120.54
1606,India,INR,Uniqlo,Competitor,Jackets,Outerwear,Spring/Summer 2024,24951.14,20,19960.91,In Stock,Yes,Yes,Mystery Shopping,2024-10-05,299.41,239.53
1607,India,INR,Uniqlo,Competitor,Jackets,Outerwear,Fall/Winter 2024,26845.13,20,21476.1,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,322.14,257.71
1608,India,INR,Uniqlo,Competitor,Jackets,Outerwear,Spring/Summer 2025,33523.46,5,31847.29,Low Stock,Yes,No,Website Scrape,2024-01-15,402.28,382.17
1609,India,INR,Uniqlo,Competitor,Sneakers,Footwear,Spring/Summer 2024,16354.23,15,13901.1,In Stock,Yes,No,Mystery Shopping,2024-01-15,196.25,166.81
1610,India,INR,Uniqlo,Competitor,Sneakers,Footwear,Fall/Winter 2024,18185.41,20,14548.33,In Stock,Yes,Yes,Partner Data,2024-01-15,218.22,174.58
1611,India,INR,Uniqlo,Competitor,Sneakers,Footwear,Spring/Summer 2025,25588.62,25,19191.47,Out Of Stock,No,Yes,Website Scrape,2024-10-05,307.06,230.3
1612,India,INR,Uniqlo,Competitor,Handbags,Bags,Spring/Summer 2024,40374.44,30,28262.11,In Stock,Yes,Yes,Website Scrape,2025-01-20,484.49,339.15
1613,India,INR,Uniqlo,Competitor,Handbags,Bags,Fall/Winter 2024,44540.99,0,44540.99,In Stock,Yes,Yes,Website Scrape,2024-01-15,534.49,534.49
1614,India,INR,Uniqlo,Competitor,Handbags,Bags,Spring/Summer 2025,26845.4,15,22818.59,In Stock,Yes,Yes,Partner Data,2025-01-20,322.14,273.82
1615,India,INR,Uniqlo,Competitor,Accessories,Accessories,Spring/Summer 2024,5129.6,15,4360.16,In Stock,Yes,No,Website Scrape,2025-03-15,61.56,52.32
1616,India,INR,Uniqlo,Competitor,Accessories,Accessories,Fall/Winter 2024,3345.16,0,3345.16,In Stock,Yes,No,Website Scrape,2025-03-15,40.14,40.14
1617,India,INR,Uniqlo,Competitor,Accessories,Accessories,Spring/Summer 2025,2347.28,0,2347.28,In Stock,Yes,No,Partner Data,2024-10-05,28.17,28.17
1618,India,INR,Uniqlo,Competitor,Swimwear,Swimwear,Spring/Summer 2024,2935.39,0,2935.39,In Stock,Yes,No,Mystery Shopping,2024-01-15,35.22,35.22
1619,India,INR,Uniqlo,Competitor,Swimwear,Swimwear,Fall/Winter 2024,4033.1,0,4033.1,Out Of Stock,No,Yes,Website Scrape,2024-01-15,48.4,48.4
1620,India,INR,Uniqlo,Competitor,Swimwear,Swimwear,Spring/Summer 2025,2808.09,15,2386.88,Out Of Stock,Yes,Yes,Website Scrape,2024-04-10,33.7,28.64
1621,India,INR,Gap,Competitor,T-Shirts,Tops,Spring/Summer 2024,3902.41,5,3707.29,In Stock,Yes,No,Partner Data,2024-04-10,46.83,44.49
1622,India,INR,Gap,Competitor,T-Shirts,Tops,Fall/Winter 2024,2565.7,10,2309.13,In Stock,Yes,Yes,Partner Data,2024-07-22,30.79,27.71
1623,India,INR,Gap,Competitor,T-Shirts,Tops,Spring/Summer 2025,3115.59,10,2804.03,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,37.39,33.65
1624,India,INR,Gap,Competitor,Formal Shirts,Tops,Spring/Summer 2024,7115.53,15,6048.2,Out Of Stock,Yes,Yes,Partner Data,2025-01-20,85.39,72.58
1625,India,INR,Gap,Competitor,Formal Shirts,Tops,Fall/Winter 2024,7624.85,0,7624.85,In Stock,No,Yes,Partner Data,2025-01-20,91.5,91.5
1626,India,INR,Gap,Competitor,Formal Shirts,Tops,Spring/Summer 2025,5055.45,15,4297.13,In Stock,Yes,Yes,Partner Data,2025-01-20,60.67,51.57
1627,India,INR,Gap,Competitor,Dresses,Dresses,Spring/Summer 2024,14103.13,10,12692.82,In Stock,Yes,Yes,Website Scrape,2024-10-05,169.24,152.31
1628,India,INR,Gap,Competitor,Dresses,Dresses,Fall/Winter 2024,8509.06,30,5956.34,In Stock,No,Yes,Mystery Shopping,2025-01-20,102.11,71.48
1629,India,INR,Gap,Competitor,Dresses,Dresses,Spring/Summer 2025,9421.98,0,9421.98,In Stock,Yes,No,Mystery Shopping,2024-01-15,113.06,113.06
1630,India,INR,Gap,Competitor,Jeans,Bottoms,Spring/Summer 2024,5564.19,15,4729.56,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,66.77,56.75
1631,India,INR,Gap,Competitor,Jeans,Bottoms,Fall/Winter 2024,9147.87,0,9147.87,Low Stock,No,No,Partner Data,2025-03-15,109.77,109.77
1632,India,INR,Gap,Competitor,Jeans,Bottoms,Spring/Summer 2025,8953.23,5,8505.57,In Stock,Yes,No,Mystery Shopping,2024-10-05,107.44,102.07
1633,India,INR,Gap,Competitor,Activewear,Activewear,Spring/Summer 2024,7859.2,5,7466.24,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,94.31,89.59
1634,India,INR,Gap,Competitor,Activewear,Activewear,Fall/Winter 2024,10262.05,0,10262.05,In Stock,Yes,Yes,Partner Data,2025-03-15,123.14,123.14
1635,India,INR,Gap,Competitor,Activewear,Activewear,Spring/Summer 2025,9960.41,0,9960.41,In Stock,Yes,Yes,Website Scrape,2024-07-22,119.52,119.52
1636,India,INR,Gap,Competitor,Jackets,Outerwear,Spring/Summer 2024,28483.74,15,24211.18,Low Stock,No,Yes,Mystery Shopping,2024-01-15,341.8,290.53
1637,India,INR,Gap,Competitor,Jackets,Outerwear,Fall/Winter 2024,24688.71,0,24688.71,In Stock,Yes,Yes,Website Scrape,2024-04-10,296.26,296.26
1638,India,INR,Gap,Competitor,Jackets,Outerwear,Spring/Summer 2025,31320.93,5,29754.88,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,375.85,357.06
1639,India,INR,Gap,Competitor,Sneakers,Footwear,Spring/Summer 2024,12171.35,20,9737.08,In Stock,No,No,Mystery Shopping,2024-10-05,146.06,116.84
1640,India,INR,Gap,Competitor,Sneakers,Footwear,Fall/Winter 2024,20842.71,0,20842.71,Low Stock,Yes,Yes,Website Scrape,2024-10-05,250.11,250.11
1641,India,INR,Gap,Competitor,Sneakers,Footwear,Spring/Summer 2025,22678.89,20,18143.11,Out Of Stock,No,No,Website Scrape,2024-07-22,272.15,217.72
1642,India,INR,Gap,Competitor,Handbags,Bags,Spring/Summer 2024,30652.34,0,30652.34,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,367.83,367.83
1643,India,INR,Gap,Competitor,Handbags,Bags,Fall/Winter 2024,23756.46,20,19005.17,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,285.08,228.06
1644,India,INR,Gap,Competitor,Handbags,Bags,Spring/Summer 2025,9050.84,0,9050.84,In Stock,No,No,Website Scrape,2024-10-05,108.61,108.61
1645,India,INR,Gap,Competitor,Accessories,Accessories,Spring/Summer 2024,1807.51,25,1355.63,In Stock,Yes,Yes,Website Scrape,2024-04-10,21.69,16.27
1646,India,INR,Gap,Competitor,Accessories,Accessories,Fall/Winter 2024,3401.02,0,3401.02,Low Stock,Yes,Yes,Partner Data,2025-03-15,40.81,40.81
1647,India,INR,Gap,Competitor,Accessories,Accessories,Spring/Summer 2025,1588.26,0,1588.26,In Stock,Yes,Yes,Partner Data,2025-01-20,19.06,19.06
1648,India,INR,Gap,Competitor,Swimwear,Swimwear,Spring/Summer 2024,4525.87,25,3394.4,Low Stock,No,Yes,Mystery Shopping,2024-10-05,54.31,40.73
1649,India,INR,Gap,Competitor,Swimwear,Swimwear,Fall/Winter 2024,3696.54,25,2772.4,Out Of Stock,Yes,Yes,Partner Data,2024-07-22,44.36,33.27
1650,India,INR,Gap,Competitor,Swimwear,Swimwear,Spring/Summer 2025,8216.67,0,8216.67,In Stock,No,No,Mystery Shopping,2025-03-15,98.6,98.6
1651,India,INR,Massimo Dutti,Competitor,T-Shirts,Tops,Spring/Summer 2024,2377.7,10,2139.93,In Stock,No,Yes,Website Scrape,2024-10-05,28.53,25.68
1652,India,INR,Massimo Dutti,Competitor,T-Shirts,Tops,Fall/Winter 2024,3580.63,25,2685.47,Low Stock,Yes,Yes,Partner Data,2025-03-15,42.97,32.23
1653,India,INR,Massimo Dutti,Competitor,T-Shirts,Tops,Spring/Summer 2025,4219.81,10,3797.83,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,50.64,45.57
1654,India,INR,Massimo Dutti,Competitor,Formal Shirts,Tops,Spring/Summer 2024,10705.86,10,9635.27,In Stock,Yes,Yes,Partner Data,2024-01-15,128.47,115.62
1655,India,INR,Massimo Dutti,Competitor,Formal Shirts,Tops,Fall/Winter 2024,12475.09,0,12475.09,In Stock,Yes,Yes,Partner Data,2024-04-10,149.7,149.7
1656,India,INR,Massimo Dutti,Competitor,Formal Shirts,Tops,Spring/Summer 2025,14147.94,10,12733.15,In Stock,No,No,Partner Data,2024-04-10,169.78,152.8
1657,India,INR,Massimo Dutti,Competitor,Dresses,Dresses,Spring/Summer 2024,32528.75,30,22770.12,Out Of Stock,No,Yes,Website Scrape,2024-07-22,390.34,273.24
1658,India,INR,Massimo Dutti,Competitor,Dresses,Dresses,Fall/Winter 2024,14936.26,0,14936.26,Low Stock,Yes,Yes,Partner Data,2025-03-15,179.24,179.24
1659,India,INR,Massimo Dutti,Competitor,Dresses,Dresses,Spring/Summer 2025,13302.81,0,13302.81,In Stock,Yes,Yes,Website Scrape,2024-04-10,159.63,159.63
1660,India,INR,Massimo Dutti,Competitor,Jeans,Bottoms,Spring/Summer 2024,16923.22,30,11846.25,Out Of Stock,Yes,No,Website Scrape,2024-07-22,203.08,142.16
1661,India,INR,Massimo Dutti,Competitor,Jeans,Bottoms,Fall/Winter 2024,15710.57,20,12568.46,In Stock,Yes,Yes,Partner Data,2025-03-15,188.53,150.82
1662,India,INR,Massimo Dutti,Competitor,Jeans,Bottoms,Spring/Summer 2025,6176.25,0,6176.25,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,74.11,74.11
1663,India,INR,Massimo Dutti,Competitor,Activewear,Activewear,Spring/Summer 2024,3569.76,0,3569.76,In Stock,Yes,Yes,Partner Data,2025-03-15,42.84,42.84
1664,India,INR,Massimo Dutti,Competitor,Activewear,Activewear,Fall/Winter 2024,7218.64,0,7218.64,In Stock,Yes,Yes,Partner Data,2024-07-22,86.62,86.62
1665,India,INR,Massimo Dutti,Competitor,Activewear,Activewear,Spring/Summer 2025,12801.28,25,9600.96,Out Of Stock,No,No,Partner Data,2024-07-22,153.62,115.21
1666,India,INR,Massimo Dutti,Competitor,Jackets,Outerwear,Spring/Summer 2024,32741.04,30,22918.73,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,392.89,275.02
1667,India,INR,Massimo Dutti,Competitor,Jackets,Outerwear,Fall/Winter 2024,44084.71,25,33063.53,In Stock,Yes,No,Mystery Shopping,2024-07-22,529.02,396.76
1668,India,INR,Massimo Dutti,Competitor,Jackets,Outerwear,Spring/Summer 2025,26914.16,0,26914.16,Low Stock,Yes,Yes,Website Scrape,2025-03-15,322.97,322.97
1669,India,INR,Massimo Dutti,Competitor,Sneakers,Footwear,Spring/Summer 2024,39308.36,10,35377.52,In Stock,No,No,Mystery Shopping,2024-01-15,471.7,424.53
1670,India,INR,Massimo Dutti,Competitor,Sneakers,Footwear,Fall/Winter 2024,12065.22,15,10255.44,Out Of Stock,No,Yes,Website Scrape,2024-07-22,144.78,123.07
1671,India,INR,Massimo Dutti,Competitor,Sneakers,Footwear,Spring/Summer 2025,25404.21,5,24134.0,Low Stock,Yes,Yes,Partner Data,2024-01-15,304.85,289.61
1672,India,INR,Massimo Dutti,Competitor,Handbags,Bags,Spring/Summer 2024,17043.53,0,17043.53,Out Of Stock,Yes,Yes,Website Scrape,2025-03-15,204.52,204.52
1673,India,INR,Massimo Dutti,Competitor,Handbags,Bags,Fall/Winter 2024,79597.02,15,67657.47,In Stock,No,No,Mystery Shopping,2024-07-22,955.16,811.89
1674,India,INR,Massimo Dutti,Competitor,Handbags,Bags,Spring/Summer 2025,65471.49,15,55650.77,Out Of Stock,No,Yes,Mystery Shopping,2024-10-05,785.66,667.81
1675,India,INR,Massimo Dutti,Competitor,Accessories,Accessories,Spring/Summer 2024,8287.04,25,6215.28,In Stock,Yes,Yes,Mystery Shopping,2024-01-15,99.44,74.58
1676,India,INR,Massimo Dutti,Competitor,Accessories,Accessories,Fall/Winter 2024,6252.65,25,4689.49,In Stock,Yes,Yes,Partner Data,2025-03-15,75.03,56.27
1677,India,INR,Massimo Dutti,Competitor,Accessories,Accessories,Spring/Summer 2025,5236.69,5,4974.86,In Stock,Yes,Yes,Partner Data,2025-01-20,62.84,59.7
1678,India,INR,Massimo Dutti,Competitor,Swimwear,Swimwear,Spring/Summer 2024,7763.81,20,6211.05,In Stock,Yes,No,Website Scrape,2024-04-10,93.17,74.53
1679,India,INR,Massimo Dutti,Competitor,Swimwear,Swimwear,Fall/Winter 2024,8788.36,0,8788.36,In Stock,Yes,No,Partner Data,2025-03-15,105.46,105.46
1680,India,INR,Massimo Dutti,Competitor,Swimwear,Swimwear,Spring/Summer 2025,6885.05,5,6540.8,In Stock,No,Yes,Partner Data,2024-04-10,82.62,78.49
1681,India,INR,Pull&Bear,Competitor,T-Shirts,Tops,Spring/Summer 2024,1665.26,5,1582.0,In Stock,Yes,Yes,Website Scrape,2024-01-15,19.98,18.98
1682,India,INR,Pull&Bear,Competitor,T-Shirts,Tops,Fall/Winter 2024,1688.68,5,1604.25,Out Of Stock,No,Yes,Website Scrape,2024-10-05,20.26,19.25
1683,India,INR,Pull&Bear,Competitor,T-Shirts,Tops,Spring/Summer 2025,2513.48,15,2136.46,In Stock,Yes,Yes,Partner Data,2024-01-15,30.16,25.64
1684,India,INR,Pull&Bear,Competitor,Formal Shirts,Tops,Spring/Summer 2024,2048.68,20,1638.94,Out Of Stock,No,Yes,Website Scrape,2024-10-05,24.58,19.67
1685,India,INR,Pull&Bear,Competitor,Formal Shirts,Tops,Fall/Winter 2024,10490.36,30,7343.25,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,125.88,88.12
1686,India,INR,Pull&Bear,Competitor,Formal Shirts,Tops,Spring/Summer 2025,2672.58,0,2672.58,In Stock,No,No,Partner Data,2025-03-15,32.07,32.07
1687,India,INR,Pull&Bear,Competitor,Dresses,Dresses,Spring/Summer 2024,12091.05,0,12091.05,In Stock,Yes,Yes,Partner Data,2024-01-15,145.09,145.09
1688,India,INR,Pull&Bear,Competitor,Dresses,Dresses,Fall/Winter 2024,13085.65,15,11122.8,In Stock,Yes,Yes,Website Scrape,2024-07-22,157.03,133.47
1689,India,INR,Pull&Bear,Competitor,Dresses,Dresses,Spring/Summer 2025,3951.43,0,3951.43,Low Stock,No,Yes,Mystery Shopping,2024-07-22,47.42,47.42
1690,India,INR,Pull&Bear,Competitor,Jeans,Bottoms,Spring/Summer 2024,5639.71,25,4229.78,In Stock,Yes,No,Website Scrape,2024-04-10,67.68,50.76
1691,India,INR,Pull&Bear,Competitor,Jeans,Bottoms,Fall/Winter 2024,4144.06,5,3936.86,In Stock,Yes,No,Mystery Shopping,2024-07-22,49.73,47.24
1692,India,INR,Pull&Bear,Competitor,Jeans,Bottoms,Spring/Summer 2025,11600.32,10,10440.29,Low Stock,No,No,Mystery Shopping,2024-04-10,139.2,125.28
1693,India,INR,Pull&Bear,Competitor,Activewear,Activewear,Spring/Summer 2024,6799.14,0,6799.14,Out Of Stock,Yes,Yes,Mystery Shopping,2025-03-15,81.59,81.59
1694,India,INR,Pull&Bear,Competitor,Activewear,Activewear,Fall/Winter 2024,3366.73,10,3030.06,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,40.4,36.36
1695,India,INR,Pull&Bear,Competitor,Activewear,Activewear,Spring/Summer 2025,5300.86,30,3710.6,Low Stock,No,No,Website Scrape,2024-07-22,63.61,44.53
1696,India,INR,Pull&Bear,Competitor,Jackets,Outerwear,Spring/Summer 2024,19615.01,30,13730.51,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,235.38,164.77
1697,India,INR,Pull&Bear,Competitor,Jackets,Outerwear,Fall/Winter 2024,8212.85,0,8212.85,Low Stock,No,Yes,Partner Data,2024-01-15,98.55,98.55
1698,India,INR,Pull&Bear,Competitor,Jackets,Outerwear,Spring/Summer 2025,12064.41,5,11461.19,In Stock,Yes,No,Partner Data,2024-01-15,144.77,137.53
1699,India,INR,Pull&Bear,Competitor,Sneakers,Footwear,Spring/Summer 2024,14602.84,25,10952.13,Out Of Stock,Yes,No,Partner Data,2024-04-10,175.23,131.43
1700,India,INR,Pull&Bear,Competitor,Sneakers,Footwear,Fall/Winter 2024,16184.35,0,16184.35,Low Stock,Yes,Yes,Partner Data,2024-01-15,194.21,194.21
1701,India,INR,Pull&Bear,Competitor,Sneakers,Footwear,Spring/Summer 2025,8597.16,30,6018.01,In Stock,Yes,Yes,Partner Data,2025-01-20,103.17,72.22
1702,India,INR,Pull&Bear,Competitor,Handbags,Bags,Spring/Summer 2024,14212.32,0,14212.32,In Stock,Yes,No,Partner Data,2024-10-05,170.55,170.55
1703,India,INR,Pull&Bear,Competitor,Handbags,Bags,Fall/Winter 2024,12585.98,10,11327.38,Out Of Stock,Yes,Yes,Partner Data,2024-04-10,151.03,135.93
1704,India,INR,Pull&Bear,Competitor,Handbags,Bags,Spring/Summer 2025,33507.05,0,33507.05,Out Of Stock,Yes,Yes,Website Scrape,2024-04-10,402.08,402.08
1705,India,INR,Pull&Bear,Competitor,Accessories,Accessories,Spring/Summer 2024,1937.13,25,1452.85,Low Stock,Yes,No,Website Scrape,2024-07-22,23.25,17.43
1706,India,INR,Pull&Bear,Competitor,Accessories,Accessories,Fall/Winter 2024,4358.41,25,3268.81,In Stock,No,Yes,Mystery Shopping,2024-04-10,52.3,39.23
1707,India,INR,Pull&Bear,Competitor,Accessories,Accessories,Spring/Summer 2025,1195.22,25,896.41,In Stock,Yes,No,Mystery Shopping,2024-01-15,14.34,10.76
1708,India,INR,Pull&Bear,Competitor,Swimwear,Swimwear,Spring/Summer 2024,5379.14,5,5110.18,Out Of Stock,No,Yes,Mystery Shopping,2024-10-05,64.55,61.32
1709,India,INR,Pull&Bear,Competitor,Swimwear,Swimwear,Fall/Winter 2024,4745.0,0,4745.0,In Stock,No,No,Mystery Shopping,2025-03-15,56.94,56.94
1710,India,INR,Pull&Bear,Competitor,Swimwear,Swimwear,Spring/Summer 2025,3178.25,5,3019.34,In Stock,Yes,No,Partner Data,2025-01-20,38.14,36.23
1711,India,INR,Cos,Competitor,T-Shirts,Tops,Spring/Summer 2024,3432.96,0,3432.96,Low Stock,Yes,Yes,Partner Data,2024-10-05,41.2,41.2
1712,India,INR,Cos,Competitor,T-Shirts,Tops,Fall/Winter 2024,4316.11,20,3452.89,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,51.79,41.43
1713,India,INR,Cos,Competitor,T-Shirts,Tops,Spring/Summer 2025,5664.54,5,5381.31,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,67.97,64.58
1714,India,INR,Cos,Competitor,Formal Shirts,Tops,Spring/Summer 2024,8177.76,25,6133.32,In Stock,Yes,No,Website Scrape,2025-01-20,98.13,73.6
1715,India,INR,Cos,Competitor,Formal Shirts,Tops,Fall/Winter 2024,12989.06,5,12339.61,Low Stock,Yes,Yes,Partner Data,2025-03-15,155.87,148.08
1716,India,INR,Cos,Competitor,Formal Shirts,Tops,Spring/Summer 2025,6105.94,25,4579.45,Out Of Stock,No,No,Mystery Shopping,2024-04-10,73.27,54.95
1717,India,INR,Cos,Competitor,Dresses,Dresses,Spring/Summer 2024,28075.41,10,25267.87,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,336.9,303.21
1718,India,INR,Cos,Competitor,Dresses,Dresses,Fall/Winter 2024,13603.76,25,10202.82,In Stock,No,No,Mystery Shopping,2024-10-05,163.25,122.43
1719,India,INR,Cos,Competitor,Dresses,Dresses,Spring/Summer 2025,4519.44,0,4519.44,Low Stock,Yes,No,Website Scrape,2024-10-05,54.23,54.23
1720,India,INR,Cos,Competitor,Jeans,Bottoms,Spring/Summer 2024,16769.2,5,15930.74,In Stock,Yes,Yes,Mystery Shopping,2024-01-15,201.23,191.17
1721,India,INR,Cos,Competitor,Jeans,Bottoms,Fall/Winter 2024,10461.93,15,8892.64,Out Of Stock,Yes,Yes,Partner Data,2025-01-20,125.54,106.71
1722,India,INR,Cos,Competitor,Jeans,Bottoms,Spring/Summer 2025,11870.44,0,11870.44,In Stock,Yes,Yes,Partner Data,2024-10-05,142.45,142.45
1723,India,INR,Cos,Competitor,Activewear,Activewear,Spring/Summer 2024,13805.22,0,13805.22,Low Stock,No,Yes,Mystery Shopping,2025-01-20,165.66,165.66
1724,India,INR,Cos,Competitor,Activewear,Activewear,Fall/Winter 2024,9218.03,0,9218.03,In Stock,Yes,No,Mystery Shopping,2024-10-05,110.62,110.62
1725,India,INR,Cos,Competitor,Activewear,Activewear,Spring/Summer 2025,12950.85,0,12950.85,In Stock,Yes,No,Mystery Shopping,2024-04-10,155.41,155.41
1726,India,INR,Cos,Competitor,Jackets,Outerwear,Spring/Summer 2024,43069.11,5,40915.65,Out Of Stock,Yes,Yes,Website Scrape,2024-07-22,516.83,490.99
1727,India,INR,Cos,Competitor,Jackets,Outerwear,Fall/Winter 2024,31245.3,10,28120.77,Out Of Stock,Yes,No,Website Scrape,2024-04-10,374.94,337.45
1728,India,INR,Cos,Competitor,Jackets,Outerwear,Spring/Summer 2025,36881.69,15,31349.44,In Stock,No,No,Website Scrape,2024-04-10,442.58,376.19
1729,India,INR,Cos,Competitor,Sneakers,Footwear,Spring/Summer 2024,15151.31,15,12878.61,In Stock,Yes,No,Partner Data,2024-07-22,181.82,154.54
1730,India,INR,Cos,Competitor,Sneakers,Footwear,Fall/Winter 2024,13943.05,0,13943.05,In Stock,Yes,No,Mystery Shopping,2024-10-05,167.32,167.32
1731,India,INR,Cos,Competitor,Sneakers,Footwear,Spring/Summer 2025,17793.37,0,17793.37,Out Of Stock,Yes,No,Mystery Shopping,2024-01-15,213.52,213.52
1732,India,INR,Cos,Competitor,Handbags,Bags,Spring/Summer 2024,46937.61,30,32856.33,In Stock,No,Yes,Partner Data,2024-07-22,563.25,394.28
1733,India,INR,Cos,Competitor,Handbags,Bags,Fall/Winter 2024,50136.64,0,50136.64,Out Of Stock,Yes,No,Website Scrape,2025-01-20,601.64,601.64
1734,India,INR,Cos,Competitor,Handbags,Bags,Spring/Summer 2025,59596.79,25,44697.59,Out Of Stock,Yes,Yes,Partner Data,2024-10-05,715.16,536.37
1735,India,INR,Cos,Competitor,Accessories,Accessories,Spring/Summer 2024,8009.32,0,8009.32,In Stock,Yes,Yes,Partner Data,2025-01-20,96.11,96.11
1736,India,INR,Cos,Competitor,Accessories,Accessories,Fall/Winter 2024,4049.37,20,3239.5,In Stock,No,No,Mystery Shopping,2024-01-15,48.59,38.87
1737,India,INR,Cos,Competitor,Accessories,Accessories,Spring/Summer 2025,6342.66,0,6342.66,In Stock,Yes,Yes,Website Scrape,2024-07-22,76.11,76.11
